molecule_chembl_id,smiles,standard_value,bioactivity_class
CHEMBL502555,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)[nH]c3ccccc23)cc1,0.07,active
CHEMBL499069,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3ccccc23)cc1,0.02,active
CHEMBL500935,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2Cl)cc1,100.0,active
CHEMBL500943,CC(=O)NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,0.1799,active
CHEMBL471103,CC/C(=C\c1cc(O)cc(O)c1)c1cccc(F)c1,17700.0,inactive
CHEMBL1669034,Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,103.0,active
CHEMBL460396,CCCCCCC(Sc1nc(Cl)cc(NCCOc2ccccc2)n1)C(=O)O,10.0,active
CHEMBL454691,Cc1cccc(Nc2cc(Cl)nc(SC(C)C(=O)O)n2)c1C,10.0,active
CHEMBL1632406,Cc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2C(N)=S)cc1,31850.0,inactive
CHEMBL271339,CS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1,14084777.8,inactive
CHEMBL272862,Cc1c(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,18.0,active
CHEMBL1092137,CC(C(=O)O)c1ccn(C(F)F)c(=O)c1,5500.0,active
CHEMBL1079877,CS(=O)(=O)Nc1ccncc1Nc1ccccc1,2690.0,active
CHEMBL4075687,NCc1c(-c2ccccc2)c(C(=O)O)c2ccccn12,14910.0,inactive
CHEMBL499349,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)cc1,0.14,active
CHEMBL524662,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Cl)cc2)cc1,33.5,active
CHEMBL51860,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,5.0,active
CHEMBL509159,C=C1C(=O)O[C@@H]2C[C@H](C)[C@@H]3[C@@H](O)CC(=O)[C@@]3(C)C[C@H]12,3800.0,active
CHEMBL206765,C=C1C(=O)O[C@H]2[C@H]1[C@H](OC(=O)[C@@]1(C)O[C@H]1C)[C@@H](OC(C)=O)/C(C(=O)OC)=C\CC[C@@]1(C)O[C@H]21,600.0,active
CHEMBL502799,CC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C(C)C)N(C)C)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,2200.0,active
CHEMBL319999,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2Cc1ccc(Br)cc1,66000.0,inactive
CHEMBL5092058,Cc1cn([C@H](C)CC#N)c(=O)c2cc(Cn3nc(C(F)F)cc3Cl)nn12,10000.0,inactive
CHEMBL3410354,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2c(F)cccc2Cl)cc1,3660.0,active
CHEMBL3410356,COc1ccccc1C1C2COc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1,330.0,active
CHEMBL3410363,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2Cl)cc1,2740.0,active
CHEMBL403828,CS(=O)(=O)c1ccc(-c2nc(NCC3CCCC3)cc(C(F)(F)F)n2)cc1,10000.0,inactive
CHEMBL270111,CS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1,10000.0,inactive
CHEMBL4876637,COc1cc(Cc2n[nH]c(=S)n(/N=C/c3cc4cccc(C)c4nc3Cl)c2=O)cc(OC)c1OC,160.0,active
CHEMBL3238415,Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)COC2=O)cc1,300.0,active
CHEMBL3234234,CCOC(=O)/C(=C/c1cccc(Cl)c1)CSc1nc(C)cc(C)n1,5880.0,active
CHEMBL551829,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccccc3)n2)cc1,0.25,active
CHEMBL456800,CCCCCC[C@H](Sc1nc(Cl)cc(Nc2ccc(-c3ccc(C#N)cc3)cc2)n1)C(=O)O,10.0,active
CHEMBL456575,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)OCC,10.0,active
CHEMBL460616,CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(-c3ccccc3)cc2)n1)C(=O)O,10.0,active
CHEMBL503641,CC(=O)Nc1ccc2[nH]ncc2c1,107000.0,inactive
CHEMBL513053,CC/C(=C\c1cc(O)cc(O)c1)c1ccc2ccccc2c1,3300.0,active
CHEMBL4873184,CCCCOc1nc(OCC2(C)COC2)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,210.0,active
CHEMBL4865464,CCCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,226.0,active
CHEMBL551418,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1,10.0,active
CHEMBL550737,Cc1cccc(Oc2nc(-c3ccc(S(C)(=O)=O)cc3)cc(C(F)(F)F)n2)c1,10.0,active
CHEMBL549927,CS(=O)(=O)c1ccc(-c2cc(N)nc(NC3CCCCC3)n2)cc1,10000.0,inactive
CHEMBL286277,NS(=O)(=O)c1ccc(-n2ncc(F)c2-c2ccccc2)cc1,4660.0,active
CHEMBL4871207,COc1ccc(/C=C\C(=O)c2cc(-n3cc(CN4C(=O)C(=O)c5ccccc54)nn3)ccc2O)cc1,37.0,active
CHEMBL4852569,Cc1ccc(-c2cc(C)n(S(=O)(=O)Oc3ccccc3Cl)n2)cc1,530.0,active
CHEMBL4868049,Cc1cc(-c2ccccc2)nn1S(=O)(=O)Oc1ccccc1C(F)(F)F,100000.0,inactive
CHEMBL522267,Cc1ccc(-c2ssc(=S)c2-c2ccc(Cl)cc2)cc1,50000.0,inactive
CHEMBL515547,Cc1ccc(-c2ssc(=S)c2-c2ccc(S(C)(=O)=O)cc2)cc1,50000.0,inactive
CHEMBL472722,Oc1ccc(-c2ssc(=S)c2-c2ccc(O)cc2)cc1,50000.0,inactive
CHEMBL28216,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,500.0,active
CHEMBL596888,Cc1c(CC(=O)O)cccc1-c1ccn(C(F)F)c(=O)c1,1200.0,active
CHEMBL153,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,150.0,active
CHEMBL407712,NS(=O)(=O)c1ccc(-c2nc(NCc3ccccn3)cc(C(F)(F)F)n2)cc1,10000.0,inactive
CHEMBL271339,CS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1,71.0,active
CHEMBL408788,CCSc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,24.1,active
CHEMBL259469,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(C(F)(F)F)cc3)cc(C(F)(F)F)n2)cc1,1920.0,active
CHEMBL223655,CCS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,3280.0,active
CHEMBL365769,COc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,8.913,active
CHEMBL561609,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,2.4,active
CHEMBL501676,Clc1ccc(-c2cn[se]c2-c2ccc(Cl)cc2)cc1,0.0,active
CHEMBL491088,Clc1ccc(-c2cnsc2-c2ccc(Cl)cc2)cc1,4000.0,active
CHEMBL475545,Cc1ccc(-c2c(-c3ccc(Cl)cc3)ssc2=O)cc1,50000.0,inactive
CHEMBL222732,COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(C)c(C)c4)n3)c2)CCOCC1,410.0,active
CHEMBL276800,CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CCS2,400.0,active
CHEMBL158148,CS(=O)(=O)c1ccc(-c2cnn(CC3CCCCC3)c(=O)c2-c2ccc(F)cc2)cc1,410.0,active
CHEMBL154839,COc1ccc(C(=O)NNc2ccc(Cl)cc2)cc1,470.0,active
CHEMBL358097,CCCSc1ccccc1OC(C)=O,66000.0,inactive
CHEMBL144944,CC(=O)Oc1ccccc1SC1CCCCCC1,40000.0,inactive
CHEMBL29257,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,10.0,active
CHEMBL441414,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,300.0,active
CHEMBL115458,COC(=O)c1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,10000.0,inactive
CHEMBL325298,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,6.0,active
CHEMBL281014,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc([N+](=O)[O-])cc1,20000.0,inactive
CHEMBL16516,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccc(Br)cc3)nc2-c2ccc(F)cc2)cc1,7.0,active
CHEMBL355677,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccccn2)cc1,300000.0,inactive
CHEMBL171471,CS(=O)(=O)c1ccc(-c2ccccc2C2CCCCC2)cc1,31000.0,inactive
CHEMBL342317,CCSc1ccccc1OC(C)=O,200000.0,inactive
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,2400.0,active
CHEMBL2234864,CS(=O)(=O)c1ccc(-c2nc(NC3CC=CCC3)cc(C(F)(F)F)n2)cc1,30395549.56,inactive
CHEMBL271337,NS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(C(F)(F)F)n2)cc1,6345268.44,inactive
CHEMBL518643,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc3ncccc3c2)n1)C(=O)O,10.0,active
CHEMBL272239,CCS(=O)(=O)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,90.7,active
CHEMBL95246,COc1ccc(-c2sccc2-c2ccc(S(C)(=O)=O)cc2)cc1,5000.0,active
CHEMBL118067,CCOc1cc(OCC)cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c1,10000.0,inactive
CHEMBL3238414,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,6840.0,active
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,190.0,active
CHEMBL329120,Cc1cnc(-c2cccnc2)c(-c2ccc(S(C)(=O)=O)cc2)c1,2100.0,active
CHEMBL18377,CC1(O)OC(=O)C(Sc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,10000.0,inactive
CHEMBL146920,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NOC(C)(C)C)c1Cl,66000.0,inactive
CHEMBL106445,Cc1cc2cc(-c3ccc(C(C)C(=O)O)cc3)ccc2[nH]1,230.0,active
CHEMBL456619,COc1ccc(O)c(O)c1/C=C1\[C@@H](C)CC[C@H]2C(C)(C)CCC[C@]12C,700.0,active
CHEMBL18790,CC1(OCC(F)(F)F)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,400.0,active
CHEMBL3309824,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2c(c1)OCO2,5650.0,active
CHEMBL3087874,Cc1ccc2c(c1)oc(=O)n2Cc1cn(-c2ccccc2Cl)nn1,3600.0,active
CHEMBL1165011,Cc1c(N)c(=O)n(-c2ccccc2)n1C,42000.0,inactive
CHEMBL2105528,Cc1c(NCc2c(C(C)C)c(=O)n(-c3ccccc3)n2C)c(=O)n(-c2ccccc2)n1C,1000.0,active
CHEMBL24687,COc1ccc2c(c1)c(Cc1csc(N)n1)c(C)n2C(=O)c1ccc(Cl)cc1,390.0,active
CHEMBL3289098,CC(C)=CCC[C@H](C(=O)O)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,10000.0,inactive
CHEMBL160178,CCCCCCCCCCCCCCCc1cccc(OC)c1CSc1nc2cc(OC(F)F)ccc2[nH]1,10000.0,inactive
CHEMBL2171268,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)NC3CCCCC3)c2c1,100000.0,inactive
CHEMBL282301,NS(=O)(=O)c1ccc(-n2ncc(Cl)c2-c2ccccc2)cc1,49.0,active
CHEMBL227187,Oc1ccc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(O)c(O)c2)cc1O,100000.0,inactive
CHEMBL279550,CC1(C)COc2c(C3CCCC3)cc(C(=O)CCCC3CC3)cc21,20000.0,inactive
CHEMBL1630243,CCN(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,21300.0,inactive
CHEMBL1630244,CC(C)N(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,100000.0,inactive
CHEMBL4757602,Nc1cc(-c2ccco2)nn1-c1ccccc1,100000.0,inactive
CHEMBL4784073,COC(=O)c1ccc(-n2nc(-c3ccco3)cc2N)cc1,100000.0,inactive
CHEMBL303688,NS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,30.0,active
CHEMBL16674,CC(C)Sc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,20000.0,inactive
CHEMBL276739,COc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)ns1,100000.0,inactive
CHEMBL357262,CCc1cc(/C=C/C(=O)O)cc(C(=O)c2ccccc2)c1,2600.0,active
CHEMBL184341,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,5.012,active
CHEMBL156482,CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2ccccc2)cc1,3.0,active
CHEMBL387879,O=S(=O)(Nc1ccncc1Oc1ccc(Cl)cc1Cl)C(F)(F)F,2550.0,active
CHEMBL18264,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,900.0,active
CHEMBL146854,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NCCO)c1Cl,1000.0,active
CHEMBL347705,CCCCCCCCCCCCCCCc1cccc(O)c1CSc1nc2cc(OC)ccc2[nH]1,1000.0,active
CHEMBL1775088,O=[N+]([O-])c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1,13000.0,inactive
CHEMBL1775095,CS(=O)(=O)c1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1,100000.0,inactive
CHEMBL1775100,FC(F)(F)c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1,100000.0,inactive
CHEMBL1775105,Nc1ccccc1Oc1ccc(OCCN2CCCC2)cc1,100000.0,inactive
CHEMBL29257,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,10.0,active
CHEMBL278336,CS(=O)(=O)c1ccc(C2=C(C#Cc3ccccc3)C(=O)CC2)cc1,6.0,active
CHEMBL526643,CC(COC(=O)C(C)c1ccc(C(=O)c2cccs2)cc1)O[N+](=O)[O-],4560.0,active
CHEMBL18089,CC(C)OC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,800.0,active
CHEMBL430728,CS(=O)(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,100000.0,inactive
CHEMBL71916,CC1(C)OC(=O)C(OC2CCC2)=C1c1ccc(S(C)(=O)=O)cc1,400.0,active
CHEMBL375309,COc1ccc(OCc2cc(-c3ccccc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)cc1OC,700.0,active
CHEMBL356206,CS(=O)(=O)c1ccc(-c2nc3sc4ccccc4n3c2-c2ccccc2)cc1,5000.0,active
CHEMBL95156,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(C3CC3)nc2)cc1,16.0,active
CHEMBL282391,CN(C)S(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,100000.0,inactive
CHEMBL343865,Cc1ccc(Cl)c(Nc2ccccc2C(=O)NNCc2ccccc2)c1Cl,6300.0,active
CHEMBL279404,Nc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,100000.0,inactive
CHEMBL405417,Nc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1,100000.0,inactive
CHEMBL261550,Nc1ccnc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,100000.0,inactive
CHEMBL358500,Cc1ccc(Cl)c(Nc2ccccc2C(=O)N[C@H](C)C(=O)O)c1Cl,33000.0,inactive
CHEMBL261815,Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,100000.0,inactive
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,26.0,active
CHEMBL146742,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nc3sccn23)cc1,16.0,active
CHEMBL238240,COc1ccc2c(c1)c(CCNC(=O)c1ccc(O[N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1,1500.0,active
CHEMBL150969,CC(=O)Nc1ccc(OC(=O)c2ccccc2Nc2c(Cl)ccc(C)c2Cl)cc1,20000.0,inactive
CHEMBL171416,COc1ccc2cc(-c3ccccc3-c3ccc(S(C)(=O)=O)cc3)ccc2c1,30000.0,inactive
CHEMBL148666,CSc1ccc(-c2nc3sccn3c2-c2ccccc2)cc1,5000.0,active
CHEMBL1830477,CCOC(=O)C1CCN(C(=O)CCc2cc(-c3ccc(C)cc3)n(-c3ccccc3)n2)CC1,10000.0,inactive
CHEMBL4540871,NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCN3CCOCC3)cc2-c2ccccc2)cc1,640.0,active
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5700.0,active
CHEMBL4170011,O=C(NCc1ccccc1)c1sc2ccccc2c1Br,12210.0,inactive
CHEMBL2063853,CC(C(=O)O)c1ccc(Cc2cccs2)cc1F,13000.0,inactive
CHEMBL4203006,COc1ccc(-c2nc3cc(NC(=O)c4ccc(Cl)cc4)ccc3o2)cc1OC,1210.0,active
CHEMBL1630235,CCOc1c(Cl)ccc2c1C=C(C(=O)O)C(C(F)(F)F)O2,100000.0,inactive
CHEMBL1630229,CC(C)CSc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,19.0,active
CHEMBL1956390,Cc1ccc(-c2nnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,87000.0,inactive
CHEMBL1956395,CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc([N+](=O)[O-])cc2)cc1,69000.0,inactive
CHEMBL1956396,CN(C)c1ccc(-c2nnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,6000.0,active
CHEMBL2334131,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N(CC(C)C)CC(C)C)cc1,6840.0,active
CHEMBL2333752,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCN2CCOCC2)cc1,8920.0,active
CHEMBL2333743,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCCl)cc1,1270.0,active
CHEMBL3400658,CC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)C(C)C,50000.0,inactive
CHEMBL3322416,Cc1cccc(C2=NCCN2c2ccc(S(N)(=O)=O)cc2)c1,10000.0,inactive
CHEMBL3289928,CCOC(OCC)c1ccc(/C=C2\CN(Cc3ccccc3)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,100000.0,inactive
CHEMBL1682232,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(F)cc2)cc1,2700.0,active
CHEMBL2334139,CCNC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,12360.0,inactive
CHEMBL1632398,CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccc(C)cc1,6770.0,active
CHEMBL3289931,CCOC(OCC)c1ccc(/C=C2\Cc3ccccc3C2=O)cc1,19320.0,inactive
CHEMBL3289941,CN(C)c1ccc(/C=C2\Cc3ccccc3C2=O)c([N+](=O)[O-])c1,14850.0,inactive
CHEMBL26915,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,55600.0,inactive
CHEMBL3357104,COc1ccc(C2=C(c3ccc(F)cc3)C(=O)OC2)cc1,5000.0,active
CHEMBL3331343,CC(C)Cc1ccc(C(C)C(=O)OCc2c(C(C)C)c(=O)n(-c3ccccc3)n2C)cc1,1300.0,active
CHEMBL3314084,O=C1/C(=C/c2coc3ccccc3c2=O)c2ccccc2N1c1c(Cl)cccc1Cl,1.3,active
CHEMBL3314085,O=C1/C(=C/c2coc3ccc(Br)cc3c2=O)c2ccccc2N1c1c(Cl)cccc1Cl,7600.0,active
CHEMBL3823689,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(O)cc2)cc1,9970.0,active
CHEMBL3824049,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccc(Cl)c(Cl)c2)cc1,300.0,active
CHEMBL4448997,O=C(/C=C/C1=Cc2ccccc2OC1)c1ccc(Br)cc1,420.0,active
CHEMBL4562121,COc1ccc(C(=O)/C=C/C2=Cc3ccccc3OC2)cc1OC,460.0,active
CHEMBL4574215,O=C(/C=C/C1=Cc2c(ccc3ccccc23)OC1)c1ccc(Cl)cc1Cl,290.0,active
CHEMBL3747171,COc1ccc(S(=O)(=O)N(Nc2ccccc2)C(=O)Oc2ccccc2OC)cc1,1000.0,active
CHEMBL12131,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,1839.0,active
CHEMBL94939,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccccn2)cc1,68.0,active
CHEMBL2171247,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3c[nH]cn3)c2c1,100000.0,inactive
CHEMBL2171242,COc1ccc(C(=O)n2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1,100000.0,inactive
CHEMBL278231,CCOC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,500.0,active
CHEMBL70588,Cc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,790.68,active
CHEMBL29662,NS(=O)(=O)c1ccc(-n2nccc2-c2ccc(F)cc2)cc1,100000.0,inactive
CHEMBL388625,CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,1870.0,active
CHEMBL282838,NS(=O)(=O)c1ccc(-n2nc(CO)cc2-c2ccc(Cl)cc2)cc1,830.0,active
CHEMBL1275942,CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,2400.0,active
CHEMBL285567,O=C(c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1)C(F)(F)F,100000.0,inactive
CHEMBL147189,CCc1ccc(/C=C/S(N)(=O)=O)cc1C(=O)c1ccccc1,770.0,active
CHEMBL150006,CS(=O)(=O)c1ccc(-c2nc3sccn3c2-c2ccccc2)cc1,3210.0,active
CHEMBL3264524,CCOC(=O)c1c(C)oc2ccc(Oc3ccc4ccccc4c3)cc12,15800.0,inactive
CHEMBL4453592,CC(C)[C@@H]1CC[C@]2(C)[C@@H]3C(C=C4[C@@H]5CC(C)(C)C(=O)C[C@]5(C)CC[C@]42C)OC(=O)CC(O)[C@]31C,460000.0,inactive
CHEMBL4851236,CCCCOc1nc(OCC2COC2)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,36.0,active
CHEMBL4471015,CS(=O)(=O)Nc1cc(Cc2ccc(Cl)cc2)c2ccccc2c1,10000.0,inactive
CHEMBL610493,O=C(O)Cc1cccc(-c2ccn(C(F)F)c(=O)c2)c1,11100.0,inactive
CHEMBL1164245,COc1ccc2c(c1)c1c(n2C(=O)c2ccccc2)CCNC1.Cl,87600.0,inactive
CHEMBL224400,O=S(=O)(Nc1ccncc1Nc1ccccc1)C(F)(F)F,90.0,active
CHEMBL4100043,O=C(COc1ccc(Cl)cc1Cl)N/N=C1/SCC(=O)N1c1ccc(Br)cc1,9580.0,active
CHEMBL4098802,O=C(COc1ccc(Cl)cc1Cl)N/N=C1/SCC(=O)N1Cc1ccccc1,3290.0,active
CHEMBL458025,Cc1ccc(-c2cn(-c3ccc(S(C)(=O)=O)cc3)nn2)cc1,2500.0,active
CHEMBL3237071,COc1ccc(-n2nc(C(=O)Nc3ccc(OC)c(OC)c3)nc2-c2cc(OC)c(OC)c(OC)c2)cc1,100000.0,inactive
CHEMBL3264516,CCOC(=O)c1c(C)oc2ccc(Oc3ccc(C)cc3)cc12,4200.0,active
CHEMBL91923,CS(=O)(=O)c1ccc(C2=C(c3cccc(O)c3)C(=O)OC2)cc1,3960.0,active
CHEMBL348087,Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1,10000.0,inactive
CHEMBL331749,CC(C)(C)c1cc(Nc2ccccc2C(=O)O)cc2c1OCC2(C)C,4000.0,active
CHEMBL367864,Cc1csc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)n1,830.0,active
CHEMBL3289100,CC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@H]([C@H](CCC=C(C)C)C(=O)O)CC[C@]4(C)C3=CC[C@H]2C1(C)C,10000.0,inactive
CHEMBL3290204,NS(=O)(=O)c1ccc(-n2nc(C(=O)NC3CCCCC3)nc2-c2ccccc2)cc1,660.0,active
CHEMBL466243,CC(C)Cc1ccc(C(C)C(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])cc1,1700.0,active
CHEMBL365033,Cc1onc(-c2ccccc2)c1-c1ccccc1,2490.0,active
CHEMBL4778555,CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,98800.0,inactive
CHEMBL388532,OC[C@H]1C[C@](O)(c2ccc(F)cc2)[C@@H](c2ccc(F)cc2)O1,1000.0,active
CHEMBL462911,CC(C)(C)c1cc(-c2cc(=S)ss2)cc(C(C)(C)C)c1O,7.2,active
CHEMBL4754867,COC(=O)CC1N(C(=O)Nc2cccc(Cl)c2)C(=O)c2ccccc2S1(=O)=O,105900.0,inactive
CHEMBL4787953,CC1N(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,76800.0,inactive
CHEMBL346094,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)sc3ncnn23)cc1,30000.0,inactive
CHEMBL28491,COC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,160.0,active
