molecule_chembl_id,smiles,standard_value,bioactivity_class,descriptors,MolWt,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA,MolLogP
CHEMBL70104,CC1(C)OC(=O)C(OC2CCCCC2)=C1c1ccc(S(C)(=O)=O)cc1,40.0,active,"{0, 3.4859000000000027, 4, 5, 69.67, 364.463}",0.0,3.4859000000000027,4.0,5.0,69.67,364.463
CHEMBL97179,CCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,50.0,active,"{0, 5, 5.1860200000000045, 7, 57.53, 413.9010000000001}",0.0,5.0,5.1860200000000045,7.0,57.53,413.9010000000001
CHEMBL355781,CS(=O)(=O)c1ccc(-c2csc(CC(=O)O)c2-c2ccc(F)cc2)cc1,10000.0,inactive,"{1, 4, 5, 390.45700000000005, 71.44, 4.251800000000003}",1.0,4.0,5.0,390.45700000000005,71.44,4.251800000000003
CHEMBL276436,CC(C)CCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,4500.0,active,"{0, 2, 5, 5.663100000000006, 26.3, 316.4850000000001}",0.0,2.0,5.0,5.663100000000006,26.3,316.4850000000001
CHEMBL95380,COc1ccc2c(c1)c(CC(=O)NCCOC(=O)/C=C/c1ccc(N(C)C)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,190.0,active,"{1, 5.281520000000005, 7, 10, 89.86999999999998, 574.0770000000002}",1.0,5.281520000000005,7.0,10.0,89.86999999999998,574.0770000000002
CHEMBL97808,COc1ccc2c(c1)c(CC(=O)Nc1ncc(C)s1)c(C)n2C(=O)c1ccc(Cl)cc1,4000.0,active,"{1, 5, 453.95100000000014, 6, 5.2463400000000044, 73.22}",1.0,5.0,453.95100000000014,6.0,5.2463400000000044,73.22
CHEMBL222902,COc1cc(OC)cc(OCc2cc(-c3ccccc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)c1,870.0,active,"{0, 4.539000000000003, 7, 8, 79.65, 464.5430000000001}",0.0,4.539000000000003,7.0,8.0,79.65,464.5430000000001
CHEMBL126303,Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,170.02,active,"{0, 4, 5, 4.119440000000003, 73.58000000000001, 370.4260000000001}",0.0,4.0,5.0,4.119440000000003,73.58000000000001,370.4260000000001
CHEMBL111597,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CCC2)cc1,10.0,active,"{0, 2, 3, 34.14, 5.491600000000004, 367.29700000000014}",0.0,2.0,3.0,34.14,5.491600000000004,367.29700000000014
CHEMBL99933,CCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,100.0,active,"{0, 4.795920000000004, 5, 6, 399.87400000000014, 57.53}",0.0,4.795920000000004,5.0,6.0,399.87400000000014,57.53
CHEMBL1682201,CC(=O)c1ccc(Nc2cccc(C(=O)O)c2)cc1,100000.0,inactive,"{2, 3, 4, 66.4, 3.3310000000000004, 255.273}",2.0,3.0,4.0,66.4,3.3310000000000004,255.273
CHEMBL3323320,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccc(O)cc2)C1,100000.0,inactive,"{2, 3, 4, 4.443900000000004, 73.13000000000001, 338.4070000000001}",2.0,3.0,4.0,4.443900000000004,73.13000000000001,338.4070000000001
CHEMBL3976289,CCOc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)O)cc2)cc1,100000.0,inactive,"{1, 4, 5, 5.137000000000004, 366.46100000000007, 62.129999999999995}",1.0,4.0,5.0,5.137000000000004,366.46100000000007,62.129999999999995
CHEMBL3265352,c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,11100.0,inactive,"{0, 4, 69.63, 6, 4.6513000000000035, 365.3960000000001}",0.0,4.0,69.63,6.0,4.6513000000000035,365.3960000000001
CHEMBL3289097,CC(=O)O[C@@H]1CC[C@]2(C)C3=C(CC[C@H]2C1(C)C)[C@@]1(C)CC[C@@H]([C@H](CCC=C(C)C)C(=O)O)[C@]1(C)CC3,10000.0,inactive,"{1, 3, 6, 8.114600000000008, 498.74800000000045, 63.60000000000001}",1.0,3.0,6.0,8.114600000000008,498.74800000000045,63.60000000000001
CHEMBL229955,COc1ccc2c(c1)CCC(c1ccc(OC)c(OC)c1)=C2,30.0,active,"{0, 3, 4, 4.199200000000003, 296.366, 27.69}",0.0,3.0,4.0,4.199200000000003,296.366,27.69
CHEMBL3264518,CCOC(=O)c1c(-c2ccccc2)oc2ccc(Oc3ccccc3)cc12,18200.0,inactive,"{0, 4, 5, 358.3930000000001, 6.068800000000004, 48.67}",0.0,4.0,5.0,358.3930000000001,6.068800000000004,48.67
CHEMBL1631310,Cc1ccc(-c2nn(-c3ccccc3)cc2C2N[C@H](C(N)=O)CS2)cc1,380.0,active,"{2, 3.03662, 4, 5, 72.94, 364.4740000000002}",2.0,3.03662,4.0,5.0,72.94,364.4740000000002
CHEMBL89578,CC1(C)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,15.14,active,"{0, 2, 3, 34.14, 4.960000000000005, 344.4510000000001}",0.0,2.0,3.0,34.14,4.960000000000005,344.4510000000001
CHEMBL111095,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,8.913,active,"{1, 3, 4, 69.39, 4.090700000000003, 363.8660000000001}",1.0,3.0,4.0,69.39,4.090700000000003,363.8660000000001
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,3400.0,active,"{0, 2.5577000000000005, 3, 4, 314.3620000000001, 60.44}",0.0,2.5577000000000005,3.0,4.0,314.3620000000001,60.44
CHEMBL145647,CCCOCCCSc1ccccc1OC(C)=O,50000.0,inactive,"{0, 35.53, 4, 3.5207000000000024, 8, 268.378}",0.0,35.53,4.0,3.5207000000000024,8.0,268.378
CHEMBL111562,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1,1.995,active,"{1, 3, 4, 69.39, 3.4373000000000022, 329.4210000000001}",1.0,3.0,4.0,69.39,3.4373000000000022,329.4210000000001
CHEMBL54370,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,3.981,active,"{1, 2, 3, 4.254620000000003, 359.3970000000001, 60.160000000000004}",1.0,2.0,3.0,4.254620000000003,359.3970000000001,60.160000000000004
CHEMBL282301,NS(=O)(=O)c1ccc(-n2ncc(Cl)c2-c2ccccc2)cc1,48.98,active,"{1, 2.8401000000000014, 3, 4, 333.8, 77.98}",1.0,2.8401000000000014,3.0,4.0,333.8,77.98
CHEMBL29844,COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,66.07,active,"{1, 4, 5, 4.175920000000002, 87.21000000000001, 445.85000000000014}",1.0,4.0,5.0,4.175920000000002,87.21000000000001,445.85000000000014
CHEMBL321016,Cc1cccnc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,1584.89,active,"{1, 2.90892, 3, 5, 90.87, 382.3670000000001}",1.0,2.90892,3.0,5.0,90.87,382.3670000000001
CHEMBL144658,CCCCSc1ccccc1OC(C)=O,34000.0,inactive,"{224.32499999999996, 0, 3, 3.504100000000002, 5, 26.3}",224.32499999999996,0.0,3.0,3.504100000000002,5.0,26.3
CHEMBL283178,CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,9.0,active,"{1, 3.9274000000000022, 4, 5, 77.98, 413.4460000000001}",1.0,3.9274000000000022,4.0,5.0,77.98,413.4460000000001
CHEMBL430783,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2F)cc1,2197.86,active,"{1, 1.8840000000000001, 3, 5, 334.328, 95.30000000000001}",1.0,1.8840000000000001,3.0,5.0,334.328,95.30000000000001
CHEMBL222480,COc1ccc(-n2nc(COc3cc(F)cc(C4(OC)CCOCC4)c3)cc2-c2ccccc2)cc1,300.0,active,"{0, 5.918100000000006, 6, 488.5590000000003, 8, 54.74000000000001}",0.0,5.918100000000006,6.0,488.5590000000003,8.0,54.74000000000001
CHEMBL384659,COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(C)cc4)n3)c2)CCOCC1,930.0,active,"{0, 5, 6.2179200000000066, 7, 45.510000000000005, 472.5600000000003}",0.0,5.0,6.2179200000000066,7.0,45.510000000000005,472.5600000000003
CHEMBL227135,O=C1O[C@H](c2ccc(O)c(O)c2)[C@H]2CO[C@H](c3ccc(O)c(O)c3)[C@@H]12,90200.0,inactive,"{2, 2.1108, 4, 7, 116.45000000000002, 344.319}",2.0,2.1108,4.0,7.0,116.45000000000002,344.319
CHEMBL183970,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F,8400.0,active,"{1, 2, 3, 3.748820000000002, 335.375, 49.93}",1.0,2.0,3.0,3.748820000000002,335.375,49.93
CHEMBL70921,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2)cc1,1499.68,active,"{1, 1.884, 3, 5, 334.328, 95.30000000000001}",1.0,1.884,3.0,5.0,334.328,95.30000000000001
CHEMBL15781,CC(C)(C)c1cc(/C=C2\OC(N=C(N)N)=NC2=O)cc(C(C)(C)C)c1O,5100.0,active,"{1, 2.514300000000001, 3, 4, 358.4420000000001, 123.29}",1.0,2.514300000000001,3.0,4.0,358.4420000000001,123.29
CHEMBL320784,CC1(C)CC(c2ccc(Cl)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,7.0,active,"{0, 2, 3, 34.14, 5.474300000000006, 360.9060000000001}",0.0,2.0,3.0,34.14,5.474300000000006,360.9060000000001
CHEMBL1632401,CC(=O)N1N=C(c2ccc(S(C)(=O)=O)cc2)CC1c1ccccc1OCc1ccccc1,3200.0,active,"{448.54400000000015, 0, 4.366700000000004, 5, 6, 76.04}",448.54400000000015,0.0,4.366700000000004,5.0,6.0,76.04
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,60.0,active,"{1, 3, 4, 3.5139200000000006, 77.98, 381.3790000000001}",1.0,3.0,4.0,3.5139200000000006,77.98,381.3790000000001
CHEMBL304054,Cc1cccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)c1,510.5,active,"{1, 2.05332, 3, 5, 330.36500000000007, 95.30000000000001}",1.0,2.05332,3.0,5.0,330.36500000000007,95.30000000000001
CHEMBL18498,COC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,100.0,active,"{0, 3.059400000000002, 4, 5, 69.67, 376.4050000000001}",0.0,3.059400000000002,4.0,5.0,69.67,376.4050000000001
CHEMBL138191,C[S+]([O-])c1ccc(C(Nc2cccnc2)C(=O)c2ccc(F)cc2)cc1,500.0,active,"{1, 65.05, 3.994200000000003, 4, 6, 368.43300000000005}",1.0,65.05,3.994200000000003,4.0,6.0,368.43300000000005
CHEMBL127120,CS(=O)(=O)c1ccc(-c2[nH]c(I)cc2-c2ccc(F)cc2)cc1,92300.0,inactive,"{1, 2, 3, 4.4959000000000024, 49.93, 441.2650000000001}",1.0,2.0,3.0,4.4959000000000024,49.93,441.2650000000001
CHEMBL1797512,CC(=O)OCO/N=[N+](/[O-])N1CCC[C@@H]1C(=O)OCc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)COC2=O)cc1,2400.0,active,"{0, 2.3950000000000005, 163.93999999999997, 10, 11, 573.5800000000003}",0.0,2.3950000000000005,163.93999999999997,10.0,11.0,573.5800000000003
CHEMBL1814713,Cc1ccc(-c2cc(C(C)C(=O)[O-])ccc2CC2CCCC2=O)cc1.[Na+],420000.0,inactive,"{0, 0.43111999999999995, 3, 5, 358.41300000000007, 57.199999999999996}",0.0,0.43111999999999995,3.0,5.0,358.41300000000007,57.199999999999996
CHEMBL1814722,COc1ccc(-c2cc(CC3CCCC3=O)ccc2C(C)C(=O)[O-])cc1.[Na+],430000.0,inactive,"{0, 0.13129999999999997, 66.43, 4, 6, 374.41200000000003}",0.0,0.13129999999999997,66.43,4.0,6.0,374.41200000000003
CHEMBL95469,COc1ccc2c(c1)c(CC(=O)Nc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,120.0,active,"{2, 5, 6, 5.439820000000004, 489.9590000000002, 89.43}",2.0,5.0,6.0,5.439820000000004,489.9590000000002,89.43
CHEMBL3104549,Cc1c(C(N)C(=O)NCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1,21000.0,inactive,"{2, 2.3196200000000005, 8, 9, 490.51300000000015, 146.56}",2.0,2.3196200000000005,8.0,9.0,490.51300000000015,146.56
CHEMBL24363,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,220.0,active,"{2, 4.562520000000004, 5, 8, 490.9870000000002, 80.56}",2.0,4.562520000000004,5.0,8.0,490.9870000000002,80.56
CHEMBL365267,COc1ccc2c(-c3ccc(S(N)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,26.0,active,"{1, 2.8584000000000005, 99.58, 4, 6, 398.4190000000001}",1.0,2.8584000000000005,99.58,4.0,6.0,398.4190000000001
CHEMBL184613,Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)nn2n1,31.0,active,"{0, 64.33, 3, 3.7752200000000036, 5, 363.442}",0.0,64.33,3.0,3.7752200000000036,5.0,363.442
CHEMBL434520,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3nc(S(C)(=O)=O)ccc23)cc1,370.0,active,"{0, 98.47, 3.009400000000001, 4, 7, 445.4970000000001}",0.0,98.47,3.009400000000001,4.0,7.0,445.4970000000001
CHEMBL184039,COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,1100.0,active,"{1, 3.6483000000000017, 4, 5, 76.23, 379.434}",1.0,3.6483000000000017,4.0,5.0,76.23,379.434
CHEMBL420351,Cc1cc(=O)c(Oc2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,320.04,active,"{0, 4, 5, 390.8440000000001, 4.464420000000003, 73.58000000000001}",0.0,4.0,5.0,390.8440000000001,4.464420000000003,73.58000000000001
CHEMBL274990,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,310.0,active,"{384.35400000000004, 0, 3, 4, 4.1007000000000025, 51.96}",384.35400000000004,0.0,3.0,4.0,4.1007000000000025,51.96
CHEMBL320273,CC1(C)OC(=O)C(Oc2cnccn2)=C1c1ccc(S(C)(=O)=O)cc1,3800.0,active,"{0, 2.0056, 4, 7, 360.3910000000001, 95.44999999999999}",0.0,2.0056,4.0,7.0,360.3910000000001,95.44999999999999
CHEMBL29397,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2csc3ccccc23)cc1,350.0,active,"{1, 3, 4.420200000000002, 5, 423.4410000000001, 77.98}",1.0,3.0,4.420200000000002,5.0,423.4410000000001,77.98
CHEMBL155781,CS(=O)(=O)c1ccc(-c2cnn(CCC3CC3)c(=O)c2-c2ccc(F)cc2)cc1,2900.0,active,"{0, 3.9200000000000035, 5, 6, 69.03, 412.4860000000001}",0.0,3.9200000000000035,5.0,6.0,69.03,412.4860000000001
CHEMBL320118,COc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,37600.0,inactive,"{0, 3.3652000000000015, 4, 6, 74.08000000000001, 397.3780000000001}",0.0,3.3652000000000015,4.0,6.0,74.08000000000001,397.3780000000001
CHEMBL151658,CC(O)CN1c2ccccc2Sc2ccccc21,5000.0,active,"{257.358, 2, 3, 1, 3.6701000000000024, 23.47}",257.358,2.0,3.0,1.0,3.6701000000000024,23.47
CHEMBL108917,CC1(C)OC(=O)C(Oc2ccc(C3CC3)cn2)=C1c1ccc(S(C)(=O)=O)cc1,30.0,active,"{0, 3.488000000000002, 5, 6, 399.46800000000013, 82.56}",0.0,3.488000000000002,5.0,6.0,399.46800000000013,82.56
CHEMBL290031,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)cc2)o1,70.0,active,"{320.41400000000004, 1, 3, 4, 3.3451200000000014, 86.19}",320.41400000000004,1.0,3.0,4.0,3.3451200000000014,86.19
CHEMBL1171455,C[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OC[C@H]3O[C@@H](OC(=O)[C@]45CCC(C)(C)C[C@H]4C4=CC[C@@H]6[C@@]7(C)CC[C@H](O[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O[C@@H]9OC[C@@H](O[C@@H]%10O[C@H](CO)[C@@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H](O)[C@H]%10O)[C@@H](O)[C@H]9O)[C@H]8O)[C@@](C)(CO)[C@@H]7CC[C@@]6(C)[C@]4(C)CC5)[C@H](O)[C@@H](O)[C@@H]3O)O[C@@H]2CO)[C@H](O)[C@H](O)[C@H]1O,50000.0,inactive,"{40, 1677.7880000000016, 21, 630.0400000000003, 23, -8.432700000000056}",40.0,1677.7880000000016,21.0,630.0400000000003,23.0,-8.432700000000056
CHEMBL127267,Cc1cc(=O)c(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)o1,9770.12,active,"{0, 64.35, 3, 4, 3.8248200000000026, 358.39000000000004}",0.0,64.35,3.0,4.0,3.8248200000000026,358.39000000000004
CHEMBL68866,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(F)cc2)cc1,1478427.39,inactive,"{0, 64.35, 3, 4, 4.169800000000003, 378.80800000000005}",0.0,64.35,3.0,4.0,4.169800000000003,378.80800000000005
CHEMBL127560,Cc1cc(=O)c(Oc2ccc(OC(F)(F)F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,2449.06,active,"{0, 4.709620000000004, 5, 6, 82.81, 440.39500000000015}",0.0,4.709620000000004,5.0,6.0,82.81,440.39500000000015
CHEMBL3359453,CC(C(=O)NCCc1c[nH]c2ccc(O)cc12)c1ccc(-c2ccccc2)c(F)c1,8000.0,active,"{65.12, 2, 3, 5.142000000000004, 6, 402.4690000000001}",65.12,2.0,3.0,5.142000000000004,6.0,402.4690000000001
CHEMBL416363,CC1(O)OC(=O)C(c2cc(F)cc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,550.0,active,"{1, 2.5444000000000004, 3, 5, 80.67, 380.36800000000005}",1.0,2.5444000000000004,3.0,5.0,80.67,380.36800000000005
CHEMBL416363,CC1(O)OC(=O)C(c2cc(F)cc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,13400.0,inactive,"{1, 2.5444000000000004, 3, 5, 80.67, 380.36800000000005}",1.0,2.5444000000000004,3.0,5.0,80.67,380.36800000000005
CHEMBL3397719,CCCC/C(=C\c1cc(OCc2cc3ccccc3s2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,10000.0,inactive,"{1, 4, 8.736300000000005, 11, 55.760000000000005, 540.6030000000002}",1.0,4.0,8.736300000000005,11.0,55.760000000000005,540.6030000000002
CHEMBL3397720,CCCC/C(=C\c1cc(OCc2csc(-c3ccc(C(F)(F)F)cc3)n2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,10000.0,inactive,"{1, 68.65, 5, 9.6639, 12, 635.6260000000003}",1.0,68.65,5.0,9.6639,12.0,635.6260000000003
CHEMBL315520,COc1c(Cl)cc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1Cl,6.026,active,"{0, 3, 4, 5.890300000000003, 423.3610000000002, 43.370000000000005}",0.0,3.0,4.0,5.890300000000003,423.3610000000002,43.370000000000005
CHEMBL254418,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)NO)cc1.O,1100.0,active,"{2, 2.15982, 4, 5, 123.93, 348.38000000000005}",2.0,2.15982,4.0,5.0,123.93,348.38000000000005
CHEMBL325370,CC1(C)OC(=O)C(C(=O)c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,600.0,active,"{0, 3.062000000000002, 4, 5, 77.51, 370.4260000000001}",0.0,3.062000000000002,4.0,5.0,77.51,370.4260000000001
CHEMBL109177,CC1(C)OC(=O)C(Oc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,40.0,active,"{0, 3.215600000000002, 4, 5, 358.4150000000001, 69.67}",0.0,3.215600000000002,4.0,5.0,358.4150000000001,69.67
CHEMBL127868,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1,209.99,active,"{0, 4, 5, 4.119440000000003, 73.58000000000001, 370.42600000000016}",0.0,4.0,5.0,4.119440000000003,73.58000000000001,370.42600000000016
CHEMBL153,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,13100.0,inactive,"{1, 2, 3, 66.76, 2.48576, 250.29399999999995}",1.0,2.0,3.0,66.76,2.48576,250.29399999999995
CHEMBL43616,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Br)c2)cc1,80.0,active,"{0, 3, 4, 4.724100000000003, 51.96, 445.26000000000005}",0.0,3.0,4.0,4.724100000000003,51.96,445.26000000000005
CHEMBL328146,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCCCC3)C2)cc1,100000.0,inactive,"{384.5160000000003, 0, 2, 3, 34.14, 5.884300000000005}",384.5160000000003,0.0,2.0,3.0,34.14,5.884300000000005
CHEMBL3127460,COc1cc2occc2c(OC)c1-c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,26000.0,inactive,"{1, 5.2705000000000055, 6, 7, 109.58, 509.9710000000001}",1.0,5.2705000000000055,6.0,7.0,109.58,509.9710000000001
CHEMBL3127458,COc1c(-c2cc(-c3cccnc3)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)c(OC)c2occc12,360.0,active,"{2, 3.7177000000000007, 6, 9, 492.51300000000026, 142.7}",2.0,3.7177000000000007,6.0,9.0,492.51300000000026,142.7
CHEMBL1080853,O=C(Nc1ccc(-c2ccc(Cl)c(Cl)c2)cc1)C1=C(O)c2cc(O)ccc2S(=O)(=O)N1,100000.0,inactive,"{3, 4, 5, 4.5232000000000046, 115.72999999999999, 477.32500000000016}",3.0,4.0,5.0,4.5232000000000046,115.72999999999999,477.32500000000016
CHEMBL338347,Cc1cc(=O)c(Oc2ccc(N)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,1480.0,active,"{1, 99.60000000000001, 4, 3.3932200000000012, 6, 371.4140000000001}",1.0,99.60000000000001,4.0,3.3932200000000012,6.0,371.4140000000001
CHEMBL562791,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCC3)n2)cc1,10.0,active,"{0, 3.497200000000002, 4, 69.15, 5, 372.36800000000017}",0.0,3.497200000000002,4.0,69.15,5.0,372.36800000000017
CHEMBL540166,Cc1cc(-c2ccc(S(C)(=O)=O)cc2)nc(NC2CCCCC2)n1,1683.0,active,"{1, 3.600120000000002, 4, 5, 71.95, 345.4680000000002}",1.0,3.600120000000002,4.0,5.0,71.95,345.4680000000002
CHEMBL560013,CS(=O)(=O)c1ccc(-c2cnc(Cc3ccccc3)[n+]([O-])c2-c2ccc(F)cc2)cc1,717.0,active,"{0, 4, 5, 4.182400000000003, 73.97, 434.49200000000013}",0.0,4.0,5.0,4.182400000000003,73.97,434.49200000000013
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,208.0,active,"{1, 2.9644200000000005, 3, 4, 86.19, 314.36600000000004}",1.0,2.9644200000000005,3.0,4.0,86.19,314.36600000000004
CHEMBL1957880,Fc1ccc(/N=C/c2cn(Cc3ccccc3)c3ccccc23)cc1,710.0,active,"{0, 2, 4, 5.5793000000000035, 328.39000000000004, 17.29}",0.0,2.0,4.0,5.5793000000000035,328.39000000000004,17.29
CHEMBL90447,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CCC3)C2)cc1,3.981,active,"{0, 2, 3, 356.4620000000002, 34.14, 5.104100000000004}",0.0,2.0,3.0,356.4620000000002,34.14,5.104100000000004
CHEMBL296384,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)cc2)cc1,3.981,active,"{1, 2, 3, 4.085300000000002, 363.35999999999996, 60.160000000000004}",1.0,2.0,3.0,4.085300000000002,363.35999999999996,60.160000000000004
CHEMBL1956388,CN(C)c1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1,7000.0,active,"{1, 1.0426999999999995, 4, 7, 107.0, 344.4000000000001}",1.0,1.0426999999999995,4.0,7.0,107.0,344.4000000000001
CHEMBL257491,CCCCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,10000.0,inactive,"{1, 387.4270000000001, 4.168000000000003, 5, 71.95, 7}",1.0,387.4270000000001,4.168000000000003,5.0,71.95,7.0
CHEMBL561005,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCCCC3)n2)cc1,10.0,active,"{0, 4, 69.15, 5, 4.667500000000003, 414.4490000000003}",0.0,4.0,69.15,5.0,4.667500000000003,414.4490000000003
CHEMBL552081,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCCC3)n2)cc1,10.0,active,"{0, 4, 69.15, 5, 4.277400000000003, 400.42200000000025}",0.0,4.0,69.15,5.0,4.277400000000003,400.42200000000025
CHEMBL564993,Cc1ccc(Oc2nc(-c3ccc(S(C)(=O)=O)cc3)cc(C(F)(F)F)n2)cc1,10.0,active,"{0, 4, 69.15, 5, 4.666620000000003, 408.40100000000007}",0.0,4.0,69.15,5.0,4.666620000000003,408.40100000000007
CHEMBL550537,CC(C)(C)Oc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,33.0,active,"{0, 3, 3.7432000000000025, 69.15, 5, 374.384}",0.0,3.0,3.7432000000000025,69.15,5.0,374.384
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,554.0,active,"{0, 3, 4, 4.175920000000004, 358.8500000000001, 59.92}",0.0,3.0,4.0,4.175920000000004,358.8500000000001,59.92
CHEMBL549393,CCCCNc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,70.0,active,"{1, 3.7779000000000025, 5, 6, 71.95, 373.40000000000003}",1.0,3.7779000000000025,5.0,6.0,71.95,373.40000000000003
CHEMBL550126,CCCCOc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,158.0,active,"{0, 3.7448000000000032, 69.15, 5, 6, 374.384}",0.0,3.7448000000000032,69.15,5.0,6.0,374.384
CHEMBL257103,CS(=O)(=O)c1ccc(-c2nc(NC3CCCC3)cc(C(F)(F)F)n2)cc1,475.9,active,"{385.411, 1, 3.9204000000000025, 4, 5, 71.95}",385.411,1.0,3.9204000000000025,4.0,5.0,71.95
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,540.0,active,"{1, 3, 4, 3.5139200000000006, 77.98, 381.3790000000001}",1.0,3.0,4.0,3.5139200000000006,77.98,381.3790000000001
